block_number,pair_address,token0,token1,creator_address,liquidity_eth,is_locked,has_mint_function,creator_funded_by_tornado,status,drop_percent
18000095,0x37b4ce80c827fdcca66fae912f2d946cfc4c896f,0xcaae98728e7957fadc2750d15fc0049d7978b74a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x3b1b681e8f643ef26417bd9fd60bdc90fbccef6b,40.62,True,False,False,SAFE,3.54
18000096,0x213a1577c9174bafbd5cba09ee034e0b5921f35f,0xea67b3f4e98bc5143b407e637e8b275dcec079c7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x4028c3ed25d202bf9b05671fe0b656a8ecdbd000,92.25,True,True,True,SAFE,23.73
18000097,0x17809c314362e0afeb8818f67de2012c3d3a0dd6,0xefa8cb060610f595714612f24dcf124e2ad4c8ca,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x4ee08b6d50303a21420d51a21ecd60ac6e565c01,0.72,False,True,False,RUG,-95.59
18000098,0xd3554f2f24dea51765973750ca94ae2ef9833595,0xd5c93b28677fff6f4db5242ddeb004fb90ac9f23,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x18c0b9a7991c0595094f0fec9985bd5e4eadb291,99.45,True,False,False,SAFE,-2.34
18000099,0x4449bd8cf05204ac9807595c555fccb4b6f52208,0xb126327a203031d01169a42ae68484b82cfeec10,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd238ab8be75283f2923852e83d9bf0da81bfbdf8,4.5,False,True,True,RUG,-90.46
18000100,0x252a59e412efbb3b9bceb5e5bd409e7291ba0f58,0x92721afe47f4742a8eeb7168c0b780f0ed314cad,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x683159f3707a788a4bdc8c9c6328852982e3d1e3,0.85,True,True,True,RUG,-96.97
18000101,0x0e8992658bf492026841afec2aa06095d4e39127,0x20a8ddf05cc5f6a7a7fe3f500947d5ed42975373,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xcb099da8414db45311c60e75461dc1a4f9561515,14.62,True,False,False,SAFE,39.17
18000102,0xa89a83d563cf2798819738047a2dac8fe668d36b,0x4e926da9cdaca4ec2c1ff5678f062e1392ebefd7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x02b25ab95593fc2126ff230df623c4a80bfa651d,4.66,False,False,False,RUG,-85.35
18000103,0x3c7c89eca50a2dcc71446738d3dc3094ce7231f8,0x2842b87a93b52d9b4ecfffce1a829c85117c22e4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xad62f626e5da4bc2ff84611860b4c3f45010f588,4.08,False,False,False,RUG,-86.97
18000104,0x0f260a889813980724fb793de4c27c423da1c339,0x729f6c2799276f1b12029e24d367aebf8f3cb4cf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x90099be0b5f49b0e806e1e85645062bc01cb1356,2.8,False,False,False,RUG,-97.07
18000105,0xb58de10cd2604079be1d19507cc9ebb13e46f021,0xac92e70543772241b37805a30476a149872a685b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe70923e1faee3912e462e1b4be9ea22789f14b35,0.47,False,True,True,RUG,-93.97
18000106,0xd81ec59f95dd6ac9d55f56f6bc99987ea04c7eef,0xfb1b631887d299e187ae5974c8f395ae69beb5f4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x94c38b86a83e69e194a663316afa5a1e68486bcd,2.68,False,True,True,RUG,-96.45
18000107,0xeb7df8c1dc414973293f95bf1a76775966e04286,0x4c176e1a83f77e40a5b08323f4f44f0eff6b8129,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf24694445f478eb35571ba9f3f70cf4350b3ed66,2.76,False,True,False,RUG,-84.2
18000108,0x25d34ec77c1b05d541d2f81f4b225983f5a6f427,0xff13d11b58575ec7c495e27e37fe1efd548344dc,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2d03625fd920da4cd427f28e9c8d0b754e7e13e7,31.57,True,False,True,SAFE,42.03
18000109,0xf07d338a14f2f58c02fdb30fba829f7d6ed3aaeb,0x83c57e40820772b9041e8c49cd1bcf59357787c0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x367991fb1f9bd2b9c4f9a045f083e9ca3b9622e4,0.4,True,True,True,RUG,-80.28
18000110,0xc151af0db09d6cf5bcf3dd1b8f8e4f7bdf3cdb83,0x3881bb837e29b8648957936e84cde926dec0e53e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x4523fce782f25dc480d3e807559a155bb5cc4dae,0.13,True,False,True,RUG,-90.0
18000111,0xc5b8959aff2ea2a7dfd821b5908f5a9eb05b7c35,0xf8ac5c02a8133ac8841d2c9f9ca7e41d270e9d2a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x784be9cd6bfb967cc0ac89bfe8312f6c5262b441,0.63,False,False,True,RUG,-83.61
18000112,0xe9cbc800c43beaa79fba4f86e5321e7c0ff40fa8,0xe2fbdf7a72f1a23880c5fa14cd03bce0a637b4e4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x811d62f7cc5b2bb0e99761444715ae5ac4a3ffd5,4.27,False,True,True,RUG,-90.5
18000113,0x2b44c6a9a07a4a13af86082128d2e9b9e8369045,0x958a82b261320183c2a16adb8e77ee39b7fdc823,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x5a97622365b72341d7ed473d21312576e5093571,2.87,False,True,False,RUG,-93.78
18000114,0x7ff5705a782ca5ee64c53183a6d7f33de4d50e86,0x3dd964023c8c8c15ac3f4da4fb7b546625ab5579,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xddc5a8f39c4b2f10a17264224a146118d4c843cd,3.74,True,True,False,RUG,-94.04
18000115,0xac160bc6310fe7525ede8ae6abc236ec36e9427b,0xf6fec6914eea963faa95e8498c737f0ec04ff7b8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xda0ea2002f948982091707c8f09362f8ac7ee23a,0.23,False,True,False,RUG,-86.08
18000116,0x6bace46726d4ac3000bdcc48d21a30682009ae5f,0x7ea8845aec7473c6d3e08d7ae3095e3d807ae434,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x32ebcd647c36b4cda729aa29be64cf2c597f7e23,2.25,False,False,True,RUG,-87.72
18000117,0xece42443150fddd636d58b33e0bdf14758067d39,0xbcacf7a343b04980b037d0923efde35e01d26910,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xde3b7705b628e2f8cc62f4db3dbffdb15a80dee1,37.76,True,False,False,SAFE,-16.87
18000118,0xde2661618440131b9ed50de49d397e991f35724c,0x74b585a172a9cfb42cee6d384b66956b362139f7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xb5749437c87235b04428c495f95a743980cf8ee0,26.66,True,False,False,SAFE,-0.82
18000119,0x80faecf22f256ec4eea0e043f20337aac6fd37a1,0x1435bc66e200405c1e62bdc1659ba0a945083dbf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe3e69a25ad533f23881cee89e0cc62a99fd9338c,3.96,False,False,False,RUG,-83.83
18000120,0x8f46de51f46ba8141d4346a2c693743886a5f59f,0x7420fc2d455fb63f87884476064fe71e53227702,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6b64a4e91d2121601a4ce569dfa1aeb47a91df49,4.59,True,True,False,RUG,-98.81
18000121,0x5666517df3f68ccc569b1df7acfd5aebce180c44,0x53caaee6569a709170bd9ca878e345890c08af0c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x005cc2651c163a3a6813db06a9aa92045691213a,2.31,True,False,True,RUG,-87.05
18000122,0xde963f85e9035cec7db1b31dadf995f23432141e,0x13f0eaa9ba7b0d5b7562a698b3d3557c003ff9ad,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x3ef4eb64d3bc37f89d12a7a4e9de6f186438991f,3.59,False,True,True,RUG,-81.25
18000123,0x96e0eb1b37607f8dfbad56d8048a7eba64b20009,0x25d4a0c019086ccdd12b1c1c493f3264790a93b8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2aea1acd14e48f901b8bcff0a4d0fcb4e2597fc7,36.15,True,False,False,SAFE,-15.1
18000124,0x6ec5bf450348c4e154e94a5b9bc8171ee0c76b27,0xfa06bd63e4700fcd409cce3967b62b810e3b5e4b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x3b17c3d66f9b67bfbc6f19856bda5a535e26d50f,1.2,True,False,True,RUG,-89.35
18000125,0x56233f928eae65706d3a2bc5b08f9b02c2293494,0x2440fcc5131dd23ecd207eb5e66eaf876e80208c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x79aa8ecd5a190b13d543a9fc7e9d95d10dc6843c,3.42,False,False,False,RUG,-99.09
18000126,0xb3f3b4d9cfa85f439a14bd8887dfaf8f3fa27dde,0xacf5a4fddb836c5361e7ad470fcbd115163746d4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xaa9a617aee31944b718bb6d70e7a7d9d76eceeb2,2.15,False,True,False,RUG,-86.55
18000127,0xd034ea11a9663d6b3e7620cbfb9e05319d759108,0xc952c4a26572b880fd227d17fe4a9e24e3e06458,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x889d62ad031ad0acd4c0e17615a6882e9cceee1a,1.25,False,False,False,RUG,-81.35
18000128,0x3f6f9ec1737b445ef67dd163211aa87668c812ec,0xf65c386f8fd1d4c3db498ab4ce4417c59913eabe,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x17f108d4e53b4651659211c11f62177dffffce1d,33.33,True,False,False,SAFE,31.72
18000129,0x295f509907ef9a10739d4eac7bc7805f7940ef72,0xe25371a45c8e6ecff3dcd1d438450887c48fbd8c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf916d2775eee868c37421c07918af7377144160e,1.21,False,True,True,RUG,-92.63
18000130,0x742b1b6bc04c893d4ee359b6d56a7b6bd03a989d,0x85c28a270ff86c7bb69fd4d535858448ef0d2730,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfff406732e4f1e4ea1acdd6d96a8ad185e612512,3.42,False,True,False,RUG,-84.05
18000131,0xa6faf771d393c89a4655f5830fe82d98366a677a,0x296fb44d07cb2fd655643deca456be3cdbd6a719,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x8559c6acd66786b2f43f03d98819c5e2e0419e56,1.69,True,False,True,RUG,-96.09
18000132,0xe6f42d7e6d3633e14812a7d9f21cb5b0e367489a,0x22680be8b2e16ce5f1d015428662e640082b711f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x4bee2bd586a2dbeaaf9349f53ee4ceb3ed8a6547,0.14,False,True,True,RUG,-80.18
18000133,0xb0b735fb365f9200c78df3a8541e32e8cb6f7cf6,0x26f65eb409f844429da728cde15912f2f4d4cb61,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x5a9c2834cd9dbe11eb41b5803b1409ca94a3eea8,2.78,False,False,False,RUG,-89.11
18000134,0x8cef6eefa1a38c8ec4ba93bdcfdd8f2a03785b18,0x7691ee5cc219f33513c60d155d84cc7f0c94bb66,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2593396cf14bbd999bf9d09a03028634d089f29c,2.1,False,True,False,RUG,-82.8
18000135,0x3df603741e6f7d86e93e784fd26e23f4692377fc,0xbb8f6cb89759aa70e064326d52710beaadddcb60,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7314283e283967623c977764e7f7f686bb844641,0.2,False,True,True,RUG,-92.05
18000136,0x1957f098ffbf6cb454e306df078c758e1a80d778,0x62e68525a1e5a22b8a4a5c5fea083fd2591daf11,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x420b4f17d913ea32b94eb3dbed7ce60b1923ddc0,1.66,True,True,True,RUG,-95.5
18000137,0xf2cb23a35650f9f3f154f29765295261c2770da5,0xc59a2852f971b23e5d1940a2e26518a052876286,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa420296a079abb29f7d2dd717120b88eba82e616,87.5,True,False,True,SAFE,-5.61
18000138,0x15dc533d2e45b05aee68db4393078c41704ca995,0xc219f9454d0ff6fd0d86a559be508274b2d45ebf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x65bcac9d30be6797e881ebb185e94c9fb76f4049,3.93,False,False,False,RUG,-99.85
18000139,0x3e7be63ec0762813c2b900c341e0bd7480558109,0x8f573b84a333434250debd5d79bcf770c5ff8691,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7cee1c50e69bc82d83b18ee50a224adb7007512a,3.66,True,True,False,RUG,-85.48
18000140,0x83b65f5466f7cce90c3968819b470d9ee6036f0c,0x3171b499f13eefa6c1ffc5c2ffea8e32d6f5e2b0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf070593a3dc300a063e723bca1bcdb943282e8c0,3.67,True,True,False,RUG,-87.85
18000141,0x4c680f137085a55fa0b0ff1f195265ffe95905f8,0xfe29873536fefe5740c8513e75c9ad4a85e51702,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x513fe3d820195ccca27db44abe31d47570d428c6,1.24,False,False,True,RUG,-85.6
18000142,0x8270ae688faa0ec7312f50c5b8b9f155e0db030b,0x69e4d6058ac0934065e4d67dac983c6c1955cdc8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7d1945da8fee9f3b78ebe23fdb4d073bc35ce7c7,77.29,True,False,False,SAFE,44.43
18000143,0x61b0a1309c08c7a8fad01d98359a2b4ee37bc343,0x477d41b803e7e0c9d6189e69d7575f3dae824522,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x23af271fc3763f33193b0b43e5dddab207a158b4,69.22,True,False,False,SAFE,27.1
18000144,0x9eecd8f8fb8ccb95cbf5ad7bc9641652190226b3,0x78e42a6529f25da143ff5abb953e9b15a58f9f9b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xebe49bfac70720293d1e28da3df22c126cc92dd2,43.87,True,True,False,SAFE,41.45
18000145,0xfcbb17ea697c17ace18ef8721518b97ab31103d2,0x2382d9767999c959c2ccce5c3b1f999c822ff192,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x4cc6c7350bc0f679dd1a0a3d79fa551fc961187a,4.92,False,True,False,RUG,-97.19
18000146,0xe7bbab31bcb32ad05d3433c6afde8b6304ec96ae,0xb3c4518af94469e9dd9ed77c654c20721567d0d5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x08a699362a333ade42645efcd069f03f9f75b413,1.86,True,False,True,RUG,-87.21
18000147,0x8dcd0a8884e94d8e911913105465efb07091f616,0xc1516524a3e2176981430ee93134aeb89568555c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x930ad9304fa96d8fd7def52a6763983731cee627,3.6,True,True,True,RUG,-90.89
18000148,0xe497e735444967b79573c85a213b7af91101250d,0x7c9d261615cd90adeac8d68e47bfa162864193fb,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x887b043cf81f51110bdace794f22d2c8ab23b5b8,3.42,False,True,True,RUG,-88.9
18000149,0xf63403ed60a6e9b340d1def0e9c1a8c0f6ba3d57,0xdf03688bf02d84370d701ab5d017621104ece1ca,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x9617ee391556a9f9808ac4fc178c1490de9d128f,3.45,False,True,False,RUG,-81.9
18000150,0xbb4fc871090b2c520b27da66caf6e91c7d5c7906,0x740765ee6c138c521de591a0bbb2764344a01cb8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7c2f822f7bd87d1bb9db56aeed1b3b6fff212e5b,2.99,True,False,False,RUG,-94.86
18000151,0xd4318fe724d2e1bc767e7f65b0a71b5a554ab108,0x04511c53c91c006d0f5b6f068cda78292c4dd8af,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x3024fc5e56fef1eda165e8b4c8e0151851dc6064,3.61,False,True,False,RUG,-97.56
18000152,0xa569289dd65098e3eaebedded701e61eaa6efca2,0x677c589890dbfa3824ffef27f431286398eeed43,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xbffa15baa08a93cbdd0b5c7f51f679f9d32e8937,0.69,True,False,True,RUG,-88.69
18000153,0x3b46b2284ed44ce2a682feb306303a4755fdc496,0x76233c72479dbacb6b0c550b3d330c7ef2c62dca,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd61540123a20bfb509b24e8283793fa2cee13796,2.9,True,True,True,RUG,-90.48
18000154,0x6434acef05a491c404c3b78c1b048eb94c17920c,0x3d5f120f8ab32e21aac19ba8662913c1231ad80e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfbce17aab4df5a5da4eb16db32c99239cd8f73d7,3.19,False,True,False,RUG,-89.52
18000155,0x1623d882228bead660f437d972cd70d353a9ce1e,0x17ed30574f7e142b28894f2b98c102ec7d6020c3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x5f04b27df6f017e934c9d492937cdbf2ae2e3fc1,0.89,False,True,False,RUG,-81.18
18000156,0xf19b18c32b808d65ff11669b0193d122a3dceec9,0xf3cf3f1b3ceb466954d9dd99290469662d4e9ba2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd92cdc548c29299c660b381859d2645ded18d839,0.3,False,True,True,RUG,-82.79
18000157,0xa910abf5ecbeac2795db76c5bab79a582f3ee38d,0x14c6f07b3440cdb56161345daca36291610d72c0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x047eca7a1971452058db0dd24e7a399dbb6ce6f8,14.68,True,False,False,SAFE,20.75
18000158,0x2658e9321aa3def7c6aaa4c573ecd2c638222781,0xb6a7aac1785e883ab35710126e4e636578347e39,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa1a1d17a4738390d5a95143312a81d31940c206d,98.55,True,False,False,SAFE,14.75
18000159,0x4c4332b2e3a6225dfcbc30696e9aeb029b64559b,0x6444d2dd2454fa8f2bad35a6e66c5e0afd773416,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x778a792eca8b8573039ca29a7baea9bfa9a7e46a,1.97,False,True,False,RUG,-94.45
18000160,0xdc8d205d2bcc9272df76f6915fdae9cba333c90e,0x2f7cc2742b68b29ba7129966b6e39d51159f82f6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x968f0c83364110731aab8df73d27817bb4d4c2bb,51.54,True,True,False,SAFE,-11.43
18000161,0x9858f6a2fda81658bcad1109649a1e88b1416385,0x2b71dd150377c40945de1d5e1178a75cd0fea826,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x78312453f6dd562331b4878a12d266d3a652b57c,1.47,False,True,True,RUG,-91.46
18000162,0xcd2acaf3b03d9661f9e01eb4fbf602b887baa913,0x2ea266cc124bfe3d53e05af60383b2a6498f24a9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc81854bcca6f26b5d6df8a98d0e7595ab7298ba0,50.72,True,False,False,SAFE,14.17
18000163,0x16f90f4163ea5eb579ef79232bc808a0a6b94e19,0x9a210b9680342314965cb3e4c1d413d6b9459830,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xcbf31f36cda56abc7e9bb8de37ec9a2f6f43edea,9.56,True,False,False,SAFE,28.82
18000164,0x9a2cc973b5e1cc5063d16fd75feb9eb0f26fdd39,0xbc0a3144a95a6abd27f6c1c837a753900592f94e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x8b3004bc718fde7b19e80d9eea0c4683ed0de7cf,36.88,True,False,False,SAFE,-15.04
18000165,0x670bfb039279bae5eab6a968e43940c41c5f0e67,0x5ed0d252c228aedd604eb3f8a52d3c117df20bd1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x49f5fe2acbc8a20a17f14f49512dd0e633bbdc3e,4.68,False,False,True,RUG,-92.73
18000166,0xfac51aa8b3f783ac8dd8eee8a9779995e5a4857d,0xb9e64e3a899811a103da5325f1548bcdf8d22725,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa1a68a3f2a9869444dd16e92da2ea931936ec64e,2.79,True,False,False,RUG,-92.04
18000167,0x48f5677bc9956c099bba6d63b81d1e541a1a2c6f,0xc05372f2205615ddf7da3f66558f02982eab048e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x644077a2074e5193a13ffe8de6b739c9ed3fc6d3,0.94,True,False,False,RUG,-90.33
18000168,0xadf217a6aea1186c4ce60b2b519fd99e513881b4,0x7973e9f0f10ef6bcc4e6af69dea019880ae9eadc,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xbe661bc2b32d9ecaf4560836d11a7a363645544a,3.16,False,False,True,RUG,-90.99
18000169,0x67448b575b4897686290a8a74c1dfc31fe4c454e,0x8363374cd780cdf3688d67c8bdc2253ae8e58322,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe22f6a886cc13c7dc04b58a7d20bc84c6f432374,2.99,False,False,True,RUG,-80.62
18000170,0xa8a1fe0cc21b677959a569d6fe242905aae5c1bd,0x68aa2f76c996befac133bc3873755af007d2cedd,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x95f3b0072ec747ef66c7f83a4f6c3bb76b58ff54,0.51,False,True,True,RUG,-97.96
18000171,0x4bc9cc85b074d7f5c93e7b3af6047b2383ed9454,0x564e5d23b01cbe028b6b79995baad32f84cd93d9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd671598ba2732707552cf6eedd3d0f0e2e140cea,3.26,False,True,True,RUG,-87.99
18000172,0x8c1aaee999a2a88fc5efde32fa2409d1c7b28084,0x8e05a33c8ac2cf680415d55ef54a57f877a96ba3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x35dd61987cff13772cb899cde3e6a75ae1b8ad69,0.56,False,True,True,RUG,-94.24
18000173,0x4a55ec24673c244dc167546911b481a031f05cdc,0x71b5624858fbe037081ef52ad064d883d2c38de3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x8e3bb952c074fe859ed1eda2c821d5f9c6724f4d,3.71,False,False,True,RUG,-83.86
18000174,0xed56be7fd584d7368e891a8c5860b89b86c0dc82,0xbde85342430d57086a53b04c333027d386055f33,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x3c4cf876e935d6dfc3430bd8341fba69f7a3f4b2,2.95,True,True,True,RUG,-97.23
18000175,0x6b377aabb16c7682924f1c11a2b52b959388bd18,0x7462be65c09a154e145a98e722271991b891066c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd658f97875cc85366020fe6a58d1d0afee434acd,68.6,True,False,False,SAFE,-3.07
18000176,0x4f3b7aa3851d4c8190b8dc0561d425de90856f12,0x47ecea0187e3dd6abe3d39d499be4532c1f5d47e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdcfe393a6ac00b7421bd51b46cb61b6c377f003a,2.34,False,True,False,RUG,-80.41
18000177,0x1f094c48e15d0cfc930cb0189e003f66969f0e91,0xbbb73a3a1aff970c33e78bd7d4d595975f3f2deb,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc29338bd50667087845663693b999a9cbc64207f,1.69,False,False,True,RUG,-98.09
18000178,0x3a1e723e3822e0dac2461f3a8fe77a5f5bfa40df,0x40d8d7d3e38b633b8bbe7f66ed7ffac349ad8fe7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x256a24c73599927ad942054d9d3ae1939fc60bce,4.59,False,True,True,RUG,-86.36
18000179,0x113612e8a5472aef51764c93127a9f4ebe853366,0x7d10807863c4a08e288937c8327a8a2f9b92767a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x01d01e57d2e8c2c2f5ec2932a06c372f6f6f4320,1.01,True,False,False,RUG,-84.98
18000180,0xfe23b1e3320998b9c600e51b4d312542b1eac310,0x01802f93a6ece2df1336e780e776456762e86f6c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x5af64b8e0a3bb46080c08b22589d889fde904968,3.83,False,True,False,RUG,-96.08
18000181,0xcd3432c9fd45b24bf038cc88d7705dfad7c11d17,0xd1f16fd4dd5194d98c265d9f4da4629c9047bf68,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x75bb4ffd68d88263e9365ead57b2fb7c3ba849c0,0.47,False,False,False,RUG,-93.46
18000182,0x0bf3ba5802c594d890c0b8809441d9603435d3e3,0x29d454a42af310541b0019851fed8a05eed3ca19,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdfb5d37d5628b4229c02c412bc4f92e76dc71ced,1.02,True,False,True,RUG,-89.88
18000183,0xaea5a5aa3f727bbbf76c7c5fac621edb299516be,0xaeae32e173b09d5dfc06faad8b64046f69cfd02f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xaa3b99cb33d0d87abb5cf8b88a933982476c9910,3.42,False,False,True,RUG,-96.71
18000184,0xb53c15e52d39337e760bb2fdf80bea8d062b0d1e,0x5ea92d36fb7987a62ea2164e563d6b2054695546,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe4d97426698e6bacaf9c1d3e740cc4a1e8f88e09,2.22,False,False,False,RUG,-85.98
18000185,0x6b0a78131c3cb65e3fc0983e0e9e30d2bd0de8c4,0xf4e74cf0a6bf871c2147695e339279e0b6558bef,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x99d4acbfd7f713912df63d58a1c386afa347ac96,4.21,True,True,True,RUG,-96.65
18000186,0x0d622c51b2257b6596e617760c131da0f939938e,0xfe27022aea274be4d8b543c61b7832fa957e67cb,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xcf4f845935035a23328c0ace78e5ad983b550b24,1.33,False,True,True,RUG,-90.71
18000187,0x0c805d5272d523eeb5bd3ca36b8802c047857c84,0xa04da34a348574e3d2c526de147d7d7b9bc2595d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x60ef04caa3067c3a419118540aac4c1b12c3f42f,3.54,True,True,True,RUG,-85.36
18000188,0x7f0e9f81f71b37b6c92aee13a56d740870dd891b,0x1cd36a1a0fd27beebaa5fde2e155406620ed64cb,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7cbb66ef7751a607ec52460e79bf69a4ec481d79,3.22,True,True,False,RUG,-95.16
18000189,0x8231d846939477c53326496d0f8d7803b02e0dae,0xc959a0050b7ea78ee58ec8aac359bf6b8080bbbe,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x55266db30b10b23123d5182cdba0bf62d6cb4ae3,9.91,True,False,False,SAFE,21.71
